dt_venda;cd_empresa;cd_mercadoria;qt_vendida
01.02.2017 00:00:00;1;112043;131
01.03.2017 00:00:00;1;112043;229
01.04.2017 00:00:00;1;112043;112
01.05.2017 00:00:00;1;112043;265
01.06.2017 00:00:00;1;112043;184
01.07.2017 00:00:00;1;112043;148
01.08.2017 00:00:00;1;112043;245
01.09.2017 00:00:00;1;112043;210
01.10.2017 00:00:00;1;112043;219
01.11.2017 00:00:00;1;112043;293
01.12.2017 00:00:00;1;112043;176
01.01.2018 00:00:00;1;112043;255
01.02.2018 00:00:00;1;112043;275
01.03.2018 00:00:00;1;112043;160
01.04.2018 00:00:00;1;112043;158
01.05.2018 00:00:00;1;112043;194
01.06.2018 00:00:00;1;112043;225
01.07.2018 00:00:00;1;112043;148
01.08.2018 00:00:00;1;112043;131
01.09.2018 00:00:00;1;112043;152
01.10.2018 00:00:00;1;112043;137
01.11.2018 00:00:00;1;112043;328
01.12.2018 00:00:00;1;112043;192
01.01.2019 00:00:00;1;112043;119
01.01.2016 00:00:00;1;120533;62
01.02.2016 00:00:00;1;120533;67
01.03.2016 00:00:00;1;120533;55
01.04.2016 00:00:00;1;120533;73
01.05.2016 00:00:00;1;120533;43
01.06.2016 00:00:00;1;120533;45
01.07.2016 00:00:00;1;120533;56
01.08.2016 00:00:00;1;120533;46
01.11.2016 00:00:00;1;120533;55
01.12.2016 00:00:00;1;120533;34
01.01.2017 00:00:00;1;120533;45
01.02.2017 00:00:00;1;120533;37
01.03.2017 00:00:00;1;120533;61
01.04.2017 00:00:00;1;120533;58
01.05.2017 00:00:00;1;120533;44
01.06.2017 00:00:00;1;120533;52
01.07.2017 00:00:00;1;120533;33
01.08.2017 00:00:00;1;120533;27
01.09.2017 00:00:00;1;120533;0
01.10.2017 00:00:00;1;120533;100
01.11.2017 00:00:00;1;120533;0
01.12.2017 00:00:00;1;120533;122
01.01.2018 00:00:00;1;120533;53
01.02.2018 00:00:00;1;120533;35
01.03.2018 00:00:00;1;120533;68
01.04.2018 00:00:00;1;120533;40
01.05.2018 00:00:00;1;120533;40
01.06.2018 00:00:00;1;120533;40
01.07.2018 00:00:00;1;120533;29
01.08.2018 00:00:00;1;120533;37
01.09.2018 00:00:00;1;120533;20
01.10.2018 00:00:00;1;120533;28
01.11.2018 00:00:00;1;120533;35
01.12.2018 00:00:00;1;120533;43
01.01.2019 00:00:00;1;120533;17
01.01.2016 00:00:00;1;135790;774
01.02.2016 00:00:00;1;135790;745
01.03.2016 00:00:00;1;135790;755
01.04.2016 00:00:00;1;135790;186
01.05.2016 00:00:00;1;135790;418
01.06.2016 00:00:00;1;135790;428
01.07.2016 00:00:00;1;135790;365
01.08.2016 00:00:00;1;135790;432
01.11.2016 00:00:00;1;135790;385
01.12.2016 00:00:00;1;135790;443
01.01.2017 00:00:00;1;135790;512
01.02.2017 00:00:00;1;135790;565
01.03.2017 00:00:00;1;135790;613
01.04.2017 00:00:00;1;135790;345
01.05.2017 00:00:00;1;135790;326
01.06.2017 00:00:00;1;135790;395
01.07.2017 00:00:00;1;135790;319
01.08.2017 00:00:00;1;135790;308
01.09.2017 00:00:00;1;135790;419
01.10.2017 00:00:00;1;135790;462
01.11.2017 00:00:00;1;135790;377
01.12.2017 00:00:00;1;135790;448
01.01.2018 00:00:00;1;135790;432
01.02.2018 00:00:00;1;135790;323
01.03.2018 00:00:00;1;135790;351
01.04.2018 00:00:00;1;135790;388
01.05.2018 00:00:00;1;135790;383
01.06.2018 00:00:00;1;135790;345
01.07.2018 00:00:00;1;135790;274
01.08.2018 00:00:00;1;135790;267
01.09.2018 00:00:00;1;135790;261
01.10.2018 00:00:00;1;135790;237
01.11.2018 00:00:00;1;135790;299
01.12.2018 00:00:00;1;135790;346
01.01.2019 00:00:00;1;135790;110
01.01.2016 00:00:00;1;159914;32
01.02.2016 00:00:00;1;159914;18
01.03.2016 00:00:00;1;159914;30
01.04.2016 00:00:00;1;159914;60
01.05.2016 00:00:00;1;159914;32
01.06.2016 00:00:00;1;159914;29
