dt_venda,cd_empresa,cd_mercadoria,qt_vendida
2017-05-01,1,127959,313
2017-06-01,1,127959,503
2017-07-01,1,127959,664
2017-08-01,1,127959,362
2017-09-01,1,127959,205
2017-10-01,1,127959,192
2017-11-01,1,127959,182
2017-12-01,1,127959,207
2018-01-01,1,127959,109
2018-02-01,1,127959,144
2018-03-01,1,127959,133
2018-04-01,1,127959,99
2018-05-01,1,127959,174
2018-06-01,1,127959,169
2018-07-01,1,127959,160
2018-08-01,1,127959,202
2018-09-01,1,127959,230
2018-10-01,1,127959,204
2018-11-01,1,127959,71
2016-01-01,1,127967,31
2016-02-01,1,127967,1
2016-03-01,1,127967,3
2016-04-01,1,127967,50
2016-05-01,1,127967,37
2016-06-01,1,127967,21
2016-07-01,1,127967,9
2016-08-01,1,127967,26
2016-11-01,1,127967,44
2016-12-01,1,127967,57
2017-01-01,1,127967,23
2017-02-01,1,127967,80
2017-03-01,1,127967,0
2017-04-01,1,127967,0
2017-05-01,1,127967,31
2017-06-01,1,127967,2
2017-07-01,1,127967,5
2017-08-01,1,127967,13
2017-09-01,1,127967,3
2017-10-01,1,127967,1
2017-11-01,1,127967,1
2017-12-01,1,127967,1
2018-01-01,1,127967,7
2018-02-01,1,127967,2
2018-03-01,1,127967,5
2018-04-01,1,127967,0
2018-05-01,1,127967,0
2018-06-01,1,127967,0
2018-07-01,1,127967,0
2018-08-01,1,127967,0
2018-09-01,1,127967,61
2018-10-01,1,127967,2
2018-11-01,1,127967,2
2016-01-01,1,127975,136
2016-02-01,1,127975,165
2016-03-01,1,127975,185
2016-04-01,1,127975,120
2016-05-01,1,127975,161
2016-06-01,1,127975,214
2016-07-01,1,127975,277
2016-08-01,1,127975,222
2016-11-01,1,127975,326
2016-12-01,1,127975,455
2017-01-01,1,127975,200
2017-02-01,1,127975,249
2017-03-01,1,127975,437
2017-04-01,1,127975,377
2017-05-01,1,127975,488
2017-06-01,1,127975,536
2017-07-01,1,127975,444
2017-08-01,1,127975,576
2017-09-01,1,127975,379
2017-10-01,1,127975,383
2017-11-01,1,127975,398
2017-12-01,1,127975,346
2018-01-01,1,127975,265
2018-02-01,1,127975,304
